otu_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
otu730,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Unclassified.Ramlibacter
otu731,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus limnophila
otu732,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,Unclassified.Moorella
otu733,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus,Unclassified.Limihaloglobus
otu734,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus denitrificans
otu735,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum
otu736,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Unclassified.Chitinophaga
otu737,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Beutenbergia,Unclassified.Beutenbergia
otu738,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,Defluviimonas alba
otu739,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. St29
otu740,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter mallensis
otu741,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Unclassified.Adlercreutzia
otu742,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium paludicola
otu743,Bacteria,Bacteroidetes,Unclassified.uncultured Bacteroidetes bacterium,Unclassified.uncultured Bacteroidetes bacterium,Unclassified.uncultured Bacteroidetes bacterium,Unclassified.uncultured Bacteroidetes bacterium,Unclassified.uncultured Bacteroidetes bacterium
otu744,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. KSM-M126
otu745,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
otu746,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,Unclassified.Frondihabitans
otu747,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora inositola
otu748,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Luteipulveratus,Unclassified.Luteipulveratus
otu749,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Thermoclostridium,Unclassified.Thermoclostridium
otu750,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Unclassified.Sulfuricurvum
otu751,Eukaryota,Unclassified.Oomycota,Oomycota,Albuginales,Albuginaceae,Albugo,Unclassified.Albugo
otu752,Eukaryota,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Unclassified.Periplaneta
otu753,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera limnophila
otu754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Brevirhabdus,Brevirhabdus pacifica
otu755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc citreum
otu756,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Unclassified.Shigella
otu757,Bacteria,Verrucomicrobia,Unclassified.Verrucomicrobia bacterium IMCC26134,Unclassified.Verrucomicrobia bacterium IMCC26134,Unclassified.Verrucomicrobia bacterium IMCC26134,Unclassified.Verrucomicrobia bacterium IMCC26134,Verrucomicrobia bacterium IMCC26134
otu758,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Unclassified.Tomitella,Tomitella,Tomitella biformata
otu759,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus Paracaedimonas,Unclassified.Candidatus Paracaedimonas
otu760,Eukaryota,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila busckii
otu761,Bacteria,Nitrospirae,Unclassified.Nitrospirae,Unclassified.Nitrospirae,Unclassified.Nitrospirae,Unclassified.Nitrospirae,Unclassified.Nitrospirae
otu762,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Dactylis,Dactylis glomerata
otu763,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Mg1
otu764,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces glaucescens
otu765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis
otu766,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Unclassified.Phaseolus
otu767,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Slashvirus,Unclassified.Slashvirus
otu768,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,Unclassified.Allokutzneria
otu769,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila
otu770,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Z003-0.4C(8344-21)
otu771,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Unclassified.Fibrobacter
otu772,Eukaryota,Cercozoa,Unclassified.Cercozoa,Unclassified.Cercozoa,Unclassified.Cercozoa,Unclassified.Cercozoa,Unclassified.Cercozoa
otu773,Bacteria,Unclassified.uncultured marine bacterium Ant29B7,Unclassified.uncultured marine bacterium Ant29B7,Unclassified.uncultured marine bacterium Ant29B7,Unclassified.uncultured marine bacterium Ant29B7,Unclassified.uncultured marine bacterium Ant29B7,Unclassified.uncultured marine bacterium Ant29B7
otu774,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans
otu775,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus saanensis
otu776,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,Unclassified.Syntrophobotulus
otu777,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Unclassified.Saprospira
otu778,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,Parvibaculum lavamentivorans
otu779,Bacteria,Cyanobacteria,Unclassified.Oscillatoriales,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Unclassified.Geitlerinema
otu780,Eukaryota,Chordata,Actinopteri,Cichliformes,Cichlidae,Oreochromis,Oreochromis aureus x Oreochromis niloticus
otu781,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Unclassified.Desulfurococcus
otu782,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus
otu783,Bacteria,Cyanobacteria,Unclassified.Oscillatoriales,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria nigro-viridis
otu784,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola,Unclassified.Urechidicola
otu785,Bacteria,Unclassified.uncultured bacterium pUR16A2,Unclassified.uncultured bacterium pUR16A2,Unclassified.uncultured bacterium pUR16A2,Unclassified.uncultured bacterium pUR16A2,Unclassified.uncultured bacterium pUR16A2,Unclassified.uncultured bacterium pUR16A2
otu786,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica
otu787,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Unclassified.Robiginitalea
otu788,Eukaryota,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus lepideus
otu789,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
otu790,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG25B
otu791,Archaea,Thaumarchaeota,Unclassified.Candidatus Caldiarchaeum,Unclassified.Candidatus Caldiarchaeum,Unclassified.Candidatus Caldiarchaeum,Candidatus Caldiarchaeum,Unclassified.Candidatus Caldiarchaeum
otu792,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Segniliparaceae,Segniliparus,Unclassified.Segniliparus
otu793,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,Aquifex aeolicus
otu794,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified.Rhizobiales bacterium NRL2,Unclassified.Rhizobiales bacterium NRL2,Unclassified.Rhizobiales bacterium NRL2
otu795,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica
otu796,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Unclassified.Butyrivibrio
otu797,Bacteria,Cyanobacteria,Unclassified.Chroococcales,Chroococcales,Cyanobacteriaceae,Cyanobacterium,Unclassified.Cyanobacterium
otu798,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium galegae
otu799,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus
otu800,Bacteria,Verrucomicrobia,Unclassified.uncultured Verrucomicrobia bacterium,Unclassified.uncultured Verrucomicrobia bacterium,Unclassified.uncultured Verrucomicrobia bacterium,Unclassified.uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium
otu801,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri
otu802,Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unclassified.Ustilago
otu803,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130629-09
otu804,Bacteria,Unclassified.uncultured murine large bowel bacterium BAC 14,Unclassified.uncultured murine large bowel bacterium BAC 14,Unclassified.uncultured murine large bowel bacterium BAC 14,Unclassified.uncultured murine large bowel bacterium BAC 14,Unclassified.uncultured murine large bowel bacterium BAC 14,Unclassified.uncultured murine large bowel bacterium BAC 14
otu805,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
otu806,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 4F
otu807,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus nishinomiyaensis
otu808,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Unclassified.Cytophaga
otu809,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Unclassified.Coccidioides,Coccidioides,Unclassified.Coccidioides
otu810,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Cellulosimicrobium cellulans
otu811,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare
otu812,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Unclassified.Gallionella
otu813,Archaea,Nanoarchaeota,Unclassified.Nanoarchaeota,Unclassified.Nanoarchaeota,Unclassified.Nanoarchaeota,Unclassified.Nanoarchaeota,Unclassified.Nanoarchaeota
otu814,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Unclassified.Schizosaccharomyces
otu815,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Unclassified.Acidianus
otu816,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. ORS 285
otu817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella melitensis
otu818,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Unclassified.uncultured Planctomycetales bacterium HF0500_02G17,Unclassified.uncultured Planctomycetales bacterium HF0500_02G17,Unclassified.uncultured Planctomycetales bacterium HF0500_02G17
otu819,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Unclassified.Ornithobacterium
otu820,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Unclassified.Arthrobacter
otu821,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax koreense
otu822,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Unclassified.Thiomicrospira
otu823,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,Unclassified.Halogeometricum
otu824,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Unclassified.Fusarium
otu825,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Unclassified.Sediminispirochaeta
otu826,Bacteria,candidate division Zixibacteria,Unclassified.candidate division Zixibacteria,Unclassified.candidate division Zixibacteria,Unclassified.candidate division Zixibacteria,Unclassified.candidate division Zixibacteria,Unclassified.candidate division Zixibacteria
