otu_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
otu823,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. 1_2014MBL_MicDiv
otu824,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,Unclassified.Hippea
otu825,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. MZ1T
otu826,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium pygmaeum
otu827,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,Unclassified.Parvibaculum
otu828,Bacteria,Actinobacteria,Actinobacteria,Unclassified.Thermobispora,Unclassified.Thermobispora,Thermobispora,Thermobispora bispora
otu829,Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Unclassified.Crassostrea
otu830,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi
otu831,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
otu832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,Hirschia baltica
otu833,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum turgidum
otu834,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. PP1Y
otu835,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila
otu836,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter,Unclassified.Clavibacter
otu837,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Unclassified.Haloterrigena
otu838,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Unclassified.Paraglaciecola
otu839,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium marinum
otu840,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Unclassified.Marinobacterium
otu841,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga,Salinivirga cyanobacteriivorans
otu842,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus,Unclassified.Arsenicicoccus
otu843,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Unclassified.Granulicella
otu844,Eukaryota,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,Unclassified.Dendroctonus
otu845,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,Unclassified.Tatumella
otu846,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified.Weissella
otu847,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Unclassified.Sambucus
otu848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium erythrophlei
otu849,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus swuensis
otu850,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium favelukesii
otu851,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Unclassified.Methylomicrobium
otu852,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium haemophilum
otu853,Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Unclassified.Endomicrobium
otu854,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,Unclassified.Mahella
otu855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,Aminobacter aminovorans
otu856,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Festuca,Unclassified.Festuca
otu857,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Lentimicrobium,Unclassified.Lentimicrobium
otu858,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG25A
otu859,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Rivulariaceae,Rivularia,Unclassified.Rivularia
otu860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unclassified.Bradyrhizobium
otu861,Eukaryota,Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia,Unclassified.Samia
otu862,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces incarnatus
otu863,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. WAC 01438
otu864,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis sp. RAC08
otu865,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca
otu866,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella phaffii
otu867,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Unclassified.Muricauda
otu868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinomonas,Unclassified.Serpentinomonas
otu869,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces noursei
otu870,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Unclassified.Halobacillus
otu871,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unclassified.Phocaeicola,Phocaeicola,Phocaeicola salanitronis
otu872,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Candidatus Desulforudis,Unclassified.Candidatus Desulforudis
otu873,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SCC 2136
otu874,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01
otu875,Bacteria,Bacteroidetes,Unclassified.Bacteroidetes bacterium UKL13-3,Unclassified.Bacteroidetes bacterium UKL13-3,Unclassified.Bacteroidetes bacterium UKL13-3,Unclassified.Bacteroidetes bacterium UKL13-3,Bacteroidetes bacterium UKL13-3
otu876,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified.Rhodococcus phage REQ1,Rhodococcus phage REQ1
otu877,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. LKL04
otu878,Bacteria,Unclassified.uncultured bacterium H2_7,Unclassified.uncultured bacterium H2_7,Unclassified.uncultured bacterium H2_7,Unclassified.uncultured bacterium H2_7,Unclassified.uncultured bacterium H2_7,Unclassified.uncultured bacterium H2_7
otu879,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unclassified.Flammeovirgaceae bacterium 311,Unclassified.Flammeovirgaceae bacterium 311
otu880,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ZXY-2
otu881,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Demequina,Demequina sp. JK4
otu882,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,Unclassified.Thermothelomyces
otu883,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Unclassified.Oceanimonas
otu884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Unclassified.Xanthobacter
otu885,Bacteria,Unclassified.bacterium enrichment culture clone FXVII-Cel5B,Unclassified.bacterium enrichment culture clone FXVII-Cel5B,Unclassified.bacterium enrichment culture clone FXVII-Cel5B,Unclassified.bacterium enrichment culture clone FXVII-Cel5B,Unclassified.bacterium enrichment culture clone FXVII-Cel5B,Unclassified.bacterium enrichment culture clone FXVII-Cel5B
otu886,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces thermoviolaceus
otu887,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GR 6-02
otu888,Bacteria,Firmicutes,Clostridia,Clostridiales,Proteinivoraceae,Anaerobranca,Unclassified.Anaerobranca
otu889,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosocosmicus,Candidatus Nitrosocosmicus oleophilus
otu890,Bacteria,Unclassified.uncultured bacterium Ad_010_C07,Unclassified.uncultured bacterium Ad_010_C07,Unclassified.uncultured bacterium Ad_010_C07,Unclassified.uncultured bacterium Ad_010_C07,Unclassified.uncultured bacterium Ad_010_C07,Unclassified.uncultured bacterium Ad_010_C07
otu891,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unclassified.Streptococcus
otu892,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans
otu893,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Scytonemataceae,Scytonema,Unclassified.Scytonema
otu894,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa,Unclassified.Helicoverpa
otu895,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia vietnamiensis
otu896,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium phytohabitans
otu897,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Unclassified.Haliscomenobacter
otu898,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus borealis
otu899,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium thermocellum
otu900,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium paraoxydans
otu901,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unclassified.Plautia stali symbiont,Unclassified.Plautia stali symbiont
otu902,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans
otu903,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,Herbinix luporum
otu904,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium falsenii
otu905,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum
otu906,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus phasianinus
otu907,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,Lolium perenne
otu908,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Lactobacillus mucosae
otu909,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae
otu910,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified.Ruminococcaceae bacterium CPB6,Unclassified.Ruminococcaceae bacterium CPB6
otu911,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum
otu912,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Unclassified.Selenomonas
otu913,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. WDL1
otu914,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum todarodis
otu915,Eukaryota,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,Clonorchis,Unclassified.Clonorchis
otu916,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfofundulus,Desulfofundulus kuznetsovii
otu917,Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,Unclassified.Pyricularia
otu918,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Unclassified.Marinobacter
otu919,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas naejangsanensis
otu920,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Unclassified.Paenibacillaceae bacterium GAS479,Unclassified.Paenibacillaceae bacterium GAS479
otu921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Unclassified.Hyphomonadaceae bacterium UKL13-1,Hyphomonadaceae bacterium UKL13-1
otu922,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera gargensis
otu923,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Unclassified.Mytilus
otu924,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Hapalosiphonaceae,Fischerella,Unclassified.Fischerella
otu925,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,Unclassified.Nitrospirillum
otu926,Eukaryota,Chordata,Leptocardii,Amphioxiformes,Branchiostomidae,Branchiostoma,Unclassified.Branchiostoma
otu927,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia asteroides
otu928,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter antibioticus
otu929,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon phaeoclathratiforme
otu930,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus bovis
otu931,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NXC14
otu932,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora auratinigra
otu933,Bacteria,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,Unclassified.Nakamurella
otu934,Bacteria,Verrucomicrobia,Verrucomicrobiae,Unclassified.Verrucomicrobiae bacterium DG1235,Unclassified.Verrucomicrobiae bacterium DG1235,Unclassified.Verrucomicrobiae bacterium DG1235,Unclassified.Verrucomicrobiae bacterium DG1235
otu935,Bacteria,Cyanobacteria,Unclassified.Synechococcales,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus
otu936,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus
otu937,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Unclassified.Kitasatospora
otu938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,Unclassified.Chelatococcus
otu939,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Unclassified.Methanothermococcus
otu940,Bacteria,Unclassified.uncultured soil bacterium,Unclassified.uncultured soil bacterium,Unclassified.uncultured soil bacterium,Unclassified.uncultured soil bacterium,Unclassified.uncultured soil bacterium,Unclassified.uncultured soil bacterium
otu941,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Unclassified.Nocardiopsis
otu942,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Unclassified.Aequorivita
otu943,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Unclassified.Slackia
otu944,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albulus
otu945,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Unclassified.Pinus
otu946,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Unclassified.Anaeromyxobacter
otu947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,Unclassified.Tistrella
otu948,Viruses,Unclassified.Baculoviridae,Unclassified.Baculoviridae,Unclassified.Baculoviridae,Baculoviridae,Betabaculovirus,Xestia c-nigrum granulovirus
otu949,Eukaryota,Ascomycota,Unclassified.Bispora,Unclassified.Bispora,Unclassified.Bispora,Bispora,Unclassified.Bispora
otu950,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unclassified.Caulobacter
otu951,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens
otu952,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Unclassified.Thauera
otu953,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella scopos
otu954,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium
otu955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens,Unclassified.Marivivens
otu956,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Unclassified.Paludibacter
otu957,Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix
otu958,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium terpenotabidum
otu959,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media
otu960,Bacteria,Cyanobacteria,Unclassified.Synechococcales,Synechococcales,Synechococcaceae,Cyanobium,Unclassified.Cyanobium
otu961,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae
otu962,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,Unclassified.Actinotignum
otu963,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,Sedimentisphaera salicampi
otu964,Bacteria,Aquificae,Unclassified.Aquificae,Unclassified.Aquificae,Unclassified.Aquificae,Unclassified.Aquificae,Unclassified.Aquificae
otu965,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Cystobacter,Cystobacter fuscus
otu966,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sulfurreducens
otu967,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unclassified.Rubrobacter
otu968,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia timorensis
otu969,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa
otu970,Eukaryota,Streptophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium,Unclassified.Physcomitrium
otu971,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis
otu972,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Weaselvirus,Unclassified.Weaselvirus
otu973,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium metallireducens
otu974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,Unclassified.Confluentimicrobium
otu975,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unclassified.Phocaeicola,Phocaeicola,Phocaeicola dorei
otu976,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lydicus
otu977,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,Unclassified.Sugiyamaella
otu978,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. WZN-1
otu979,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis
otu980,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified.Streptomyces phage BRock,Unclassified.Streptomyces phage BRock
otu981,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Unclassified.Sneathia
otu982,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,Unclassified.Salinispira
otu983,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei
otu984,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa
otu985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unclassified.Agrobacterium
otu986,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis
otu987,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus
otu988,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Unclassified.Populus
otu989,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Aphanizomenonaceae,Nodularia,Unclassified.Nodularia
otu990,Bacteria,Armatimonadetes,Unclassified.Armatimonadetes bacterium Uphvl-Ar2,Unclassified.Armatimonadetes bacterium Uphvl-Ar2,Unclassified.Armatimonadetes bacterium Uphvl-Ar2,Unclassified.Armatimonadetes bacterium Uphvl-Ar2,Unclassified.Armatimonadetes bacterium Uphvl-Ar2
otu991,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas piscicida
otu992,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Unclassified.Blattabacterium
otu993,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Unclassified.Saccharophagus
otu994,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,Yoonia vestfoldensis
otu995,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,Unclassified.Stigmatella
otu996,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger
otu997,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lechevalieria sp. HJ3
otu998,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia billingiae
otu999,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis
otu1000,Eukaryota,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Unclassified.Papilio
otu1001,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Unclassified.Xylaria
otu1002,Bacteria,Unclassified.uncultured bacterium A1Q1_fos_1246,Unclassified.uncultured bacterium A1Q1_fos_1246,Unclassified.uncultured bacterium A1Q1_fos_1246,Unclassified.uncultured bacterium A1Q1_fos_1246,Unclassified.uncultured bacterium A1Q1_fos_1246,Unclassified.uncultured bacterium A1Q1_fos_1246
otu1003,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus
otu1004,Eukaryota,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Unclassified.Lasiodiplodia
otu1005,Unclassified.uncultured organism MedDCM-OCT-S04-C478,Unclassified.uncultured organism MedDCM-OCT-S04-C478,Unclassified.uncultured organism MedDCM-OCT-S04-C478,Unclassified.uncultured organism MedDCM-OCT-S04-C478,Unclassified.uncultured organism MedDCM-OCT-S04-C478,Unclassified.uncultured organism MedDCM-OCT-S04-C478,Unclassified.uncultured organism MedDCM-OCT-S04-C478
otu1006,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus
otu1007,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
otu1008,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio versutus
otu1009,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma sp. C-4
otu1010,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Unclassified.Loigolactobacillus
otu1011,Bacteria,Deferribacteres,Unclassified.Deferribacteres,Unclassified.Deferribacteres,Unclassified.Deferribacteres,Unclassified.Deferribacteres,Unclassified.Deferribacteres
otu1012,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis
otu1013,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unclassified.[Polyangium] brachysporum,Unclassified.[Polyangium] brachysporum,Unclassified.[Polyangium] brachysporum
otu1014,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera mobilis
otu1015,Bacteria,Cyanobacteria,Unclassified.Nostocales,Nostocales,Calotrichaceae,Calothrix,Unclassified.Calothrix
otu1016,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Unclassified.Borrelia
otu1017,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 008
otu1018,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium simulans
otu1019,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus filamentosus
otu1020,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Unclassified.Dehalococcoides
